run,epoch,train loss,test loss,train accuracy,test accuracy,epoch duration,run duration,lr,momentum,weight_decay,batch_size,pin_memory,transform,shuffle,num_workers
1,1,1.966832611541748,1.9454940467834472,0.33186,0.4256,46.66923213005066,46.669243574142456,0.001,0.05,0.005,64,True,True,True,2
1,2,1.9534550427246093,11.180953492736817,0.34156,0.2864,43.141361236572266,89.83533000946045,0.001,0.05,0.005,64,True,True,True,2
1,3,1.98201859375,68.71536669921875,0.3017,0.2123,44.03944182395935,134.0275523662567,0.001,0.05,0.005,64,True,True,True,2
1,4,1.7892933250427245,1.6984340705871581,0.36206,0.4084,44.64061903953552,178.68890976905823,0.001,0.05,0.005,64,True,True,True,2
1,5,1.5958252534484862,2.1561070510864258,0.42938,0.4408,44.909899950027466,223.61754441261292,0.001,0.05,0.005,64,True,True,True,2
1,6,1.6424944593811035,1.711457509613037,0.42382,0.4261,43.10115170478821,266.73677039146423,0.001,0.05,0.005,64,True,True,True,2
1,7,1.7597279737854004,1.6444823692321777,0.37602,0.4469,44.35224533081055,311.1095938682556,0.001,0.05,0.005,64,True,True,True,2
1,8,1.5566908959960937,1.6844232749938965,0.45186,0.4961,41.95713019371033,353.0876479148865,0.001,0.05,0.005,64,True,True,True,2
